,Televisor_analogico,Televisor_con_decodificador,Televisor_digital,Telefono_celular,Computadora_escritorio,Laptop,Internet,Estrato_socioeconomico,Tipo_de_entorno
20149,Si,No,No,Si,No,No,No,Bajo,Rural
20150,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20151,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20152,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20153,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20154,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20155,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20156,Si,No,No,No,No,No,Si,Medio bajo,Urbano
20157,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20158,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20159,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
20160,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20161,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
20162,No,No,Si,Si,No,No,No,Bajo,Rural
20163,No,No,Si,No,No,No,Si,Bajo,Rural
20164,No,No,No,Si,No,No,No,Bajo,Rural
20165,No,No,Si,Si,No,No,No,Bajo,Rural
20166,No,No,Si,Si,No,No,Si,Bajo,Rural
20167,No,No,Si,Si,No,No,Si,Bajo,Rural
20168,No,Si,Si,Si,No,No,No,Bajo,Rural
20169,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20170,No,No,Si,Si,No,No,No,Medio bajo,Rural
20171,No,No,No,Si,No,No,No,Medio bajo,Rural
20172,No,No,Si,Si,No,No,No,Bajo,Urbano
20173,No,No,Si,Si,No,No,No,Bajo,Urbano
20174,No,No,Si,No,No,No,No,Bajo,Urbano
20175,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20176,No,No,Si,Si,No,Si,Si,Alto,Urbano
20177,No,No,Si,Si,No,Si,Si,Alto,Urbano
20178,No,No,Si,Si,No,No,Si,Alto,Urbano
20179,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
20180,No,No,Si,Si,No,Si,Si,Alto,Urbano
20181,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20182,Si,Si,No,Si,No,Si,No,Medio bajo,Urbano
20183,Si,Si,No,No,No,No,No,Medio bajo,Urbano
20184,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20185,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
20186,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
20187,Si,Si,No,Si,Si,No,Si,Medio bajo,Urbano
20188,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20189,No,No,Si,Si,No,No,No,Alto,Urbano
20190,No,No,Si,Si,No,No,No,Bajo,Urbano
20191,No,No,Si,Si,No,No,No,Bajo,Urbano
20192,No,No,No,No,No,No,No,Bajo,Rural
20193,No,No,Si,No,No,No,No,Bajo,Rural
20194,No,No,No,No,No,No,No,Bajo,Rural
20195,Si,No,No,No,No,No,No,Bajo,Rural
20196,No,No,Si,No,No,No,No,Bajo,Rural
20197,No,No,No,No,No,No,No,Bajo,Rural
20198,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20199,No,No,Si,Si,No,No,No,Medio alto,Urbano
20200,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
20201,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20202,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
20203,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
20204,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20205,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20206,No,No,No,Si,No,No,No,Medio alto,Urbano
20207,Si,No,Si,Si,No,No,No,Medio alto,Urbano
20208,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20209,No,No,Si,Si,No,No,No,Bajo,Rural
20210,No,No,Si,Si,No,No,No,Bajo,Rural
20211,Si,No,No,Si,No,No,No,Bajo,Rural
20212,Si,Si,Si,No,No,No,No,Bajo,Rural
20213,Si,No,No,No,No,No,No,Bajo,Rural
20214,Si,No,No,Si,No,No,No,Bajo,Rural
20215,Si,No,No,Si,No,No,No,Bajo,Rural
20216,Si,No,No,Si,No,No,No,Bajo,Rural
20217,No,No,Si,Si,No,No,No,Bajo,Rural
20218,No,No,Si,Si,No,No,Si,Bajo,Rural
20219,No,No,Si,Si,No,No,Si,Bajo,Rural
20220,No,No,No,No,No,No,No,Medio bajo,Rural
20221,Si,No,Si,Si,No,Si,Si,Alto,Urbano
20222,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
20223,No,No,Si,Si,No,Si,Si,Alto,Urbano
20224,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
20225,No,No,Si,Si,No,No,Si,Bajo,Urbano
20226,Si,No,Si,Si,Si,No,Si,Bajo,Urbano
20227,Si,Si,No,Si,No,Si,Si,Bajo,Urbano
20228,No,No,Si,Si,No,No,Si,Bajo,Urbano
20229,Si,No,No,Si,No,No,Si,Bajo,Urbano
20230,Si,No,Si,Si,Si,No,Si,Bajo,Urbano
20231,No,No,No,No,No,No,No,Bajo,Urbano
20232,No,No,Si,Si,No,No,No,Medio bajo,Rural
20233,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20234,Si,Si,No,Si,No,No,No,Bajo,Rural
20235,No,No,No,No,No,No,No,Bajo,Rural
20236,Si,Si,No,Si,No,No,No,Medio alto,Urbano
20237,No,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
20238,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20239,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20240,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20241,No,No,Si,No,Si,No,Si,Medio alto,Urbano
20242,No,No,Si,Si,No,No,No,Medio alto,Urbano
20243,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20244,No,No,Si,Si,No,Si,Si,Alto,Urbano
20245,No,No,Si,Si,No,No,Si,Alto,Urbano
20246,Si,No,No,Si,No,Si,No,Alto,Urbano
20247,No,No,Si,Si,No,No,No,Bajo,Urbano
20248,Si,Si,No,Si,No,No,No,Bajo,Urbano
20249,No,No,Si,Si,No,No,No,Bajo,Urbano
20250,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20251,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Urbano
20252,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20253,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20254,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
20255,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20256,No,No,Si,Si,No,No,No,Medio bajo,Rural
20257,No,No,Si,No,No,No,No,Medio bajo,Rural
20258,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
20259,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20260,Si,Si,Si,Si,No,No,Si,Medio bajo,Rural
20261,Si,Si,Si,No,Si,Si,Si,Alto,Urbano
20262,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20263,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20264,Si,No,No,Si,No,No,No,Medio bajo,Rural
20265,No,No,Si,Si,No,No,No,Medio bajo,Rural
20266,No,No,Si,Si,No,No,No,Medio bajo,Rural
20267,No,No,Si,Si,No,No,No,Medio bajo,Rural
20268,Si,No,No,Si,No,No,No,Medio bajo,Rural
20269,No,No,No,No,No,No,No,Medio bajo,Rural
20270,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20271,No,No,Si,Si,No,No,No,Medio bajo,Rural
20272,Si,No,No,Si,No,No,Si,Medio alto,Urbano
20273,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
20274,Si,No,No,No,No,No,No,Medio alto,Urbano
20275,Si,No,No,No,No,No,Si,Medio alto,Urbano
20276,No,No,Si,Si,No,No,No,Bajo,Urbano
20277,No,No,Si,Si,No,No,No,Bajo,Urbano
20278,Si,No,No,Si,No,No,No,Medio alto,Urbano
20279,No,No,Si,Si,No,No,No,Medio alto,Urbano
20280,Si,No,No,Si,No,No,No,Medio alto,Urbano
20281,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
20282,Si,Si,No,Si,No,Si,Si,Alto,Urbano
20283,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20284,Si,No,Si,Si,No,No,No,Medio bajo,Rural
20285,No,No,Si,Si,No,No,No,Medio bajo,Rural
20286,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20287,No,No,Si,Si,No,No,No,Medio bajo,Rural
20288,Si,No,No,Si,No,No,No,Medio bajo,Rural
20289,Si,No,No,Si,No,No,No,Medio bajo,Rural
20290,Si,No,No,Si,Si,Si,Si,Medio bajo,Rural
20291,No,No,Si,Si,No,No,No,Medio bajo,Rural
20292,No,No,Si,Si,No,No,No,Medio bajo,Rural
20293,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
20294,No,No,Si,Si,No,No,No,Medio bajo,Rural
20295,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20296,Si,Si,Si,Si,No,Si,No,Medio bajo,Urbano
20297,No,No,Si,Si,No,Si,Si,Alto,Urbano
20298,No,No,Si,Si,No,Si,Si,Alto,Urbano
20299,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20300,No,No,No,No,No,No,No,Bajo,Rural
20301,No,No,Si,Si,No,No,Si,Bajo,Rural
20302,No,No,No,Si,No,No,Si,Bajo,Rural
20303,No,No,Si,Si,No,No,Si,Bajo,Rural
20304,Si,No,No,Si,No,No,Si,Bajo,Rural
20305,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20306,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
20307,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20308,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
20309,No,No,Si,Si,No,Si,Si,Alto,Urbano
20310,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
20311,No,No,Si,Si,No,Si,Si,Alto,Urbano
20312,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
20313,No,No,Si,Si,No,Si,Si,Alto,Urbano
20314,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
20315,No,No,No,Si,No,No,No,Medio bajo,Urbano
20316,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20317,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20318,No,No,No,Si,No,No,No,Medio bajo,Urbano
20319,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20320,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
20321,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20322,Si,No,No,No,No,No,No,Medio alto,Urbano
20323,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20324,Si,No,No,Si,Si,No,Si,Medio alto,Urbano
20325,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20326,No,No,Si,Si,No,No,No,Medio alto,Urbano
20327,No,No,Si,Si,No,No,Si,Bajo,Rural
20328,Si,Si,No,Si,No,No,No,Bajo,Rural
20329,Si,Si,No,No,No,No,No,Bajo,Rural
20330,Si,No,No,Si,No,No,No,Bajo,Rural
20331,No,No,Si,No,No,No,No,Bajo,Rural
20332,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20333,No,No,Si,No,No,Si,Si,Medio alto,Urbano
20334,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20335,Si,No,No,No,No,No,No,Medio alto,Urbano
20336,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20337,No,No,Si,Si,No,No,No,Medio alto,Urbano
20338,No,No,No,Si,No,No,Si,Medio alto,Urbano
20339,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20340,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20341,No,No,Si,No,No,Si,Si,Alto,Urbano
20342,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20343,No,No,Si,Si,No,Si,Si,Bajo,Urbano
20344,Si,No,No,Si,No,No,No,Bajo,Urbano
20345,Si,Si,No,Si,No,No,No,Bajo,Urbano
20346,No,No,Si,Si,No,No,No,Bajo,Urbano
20347,No,No,Si,Si,No,No,No,Bajo,Rural
20348,No,No,No,No,No,No,No,Bajo,Rural
20349,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20350,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20351,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20352,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20353,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20354,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20355,No,No,Si,Si,No,Si,Si,Alto,Urbano
20356,Si,No,Si,No,No,Si,Si,Alto,Urbano
20357,No,No,Si,Si,No,Si,Si,Alto,Urbano
20358,No,No,Si,Si,Si,No,Si,Alto,Urbano
20359,No,No,Si,Si,No,No,No,Medio bajo,Rural
20360,No,No,Si,Si,No,No,No,Medio bajo,Rural
20361,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20362,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20363,No,Si,Si,Si,No,Si,Si,Medio bajo,Rural
20364,No,No,Si,No,No,No,No,Medio bajo,Rural
20365,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
20366,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
20367,No,Si,Si,Si,Si,Si,Si,Medio bajo,Rural
20368,Si,No,No,Si,No,No,No,Medio bajo,Rural
20369,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20370,No,No,Si,Si,No,No,Si,Alto,Urbano
20371,Si,No,Si,Si,No,No,Si,Alto,Urbano
20372,No,No,Si,Si,No,Si,Si,Bajo,Urbano
20373,No,No,Si,Si,No,No,No,Bajo,Urbano
20374,Si,Si,Si,Si,No,Si,Si,Bajo,Urbano
20375,No,No,Si,Si,No,No,No,Bajo,Urbano
20376,Si,Si,No,Si,No,No,Si,Bajo,Urbano
20377,No,No,Si,Si,No,Si,Si,Bajo,Urbano
20378,No,No,Si,Si,No,Si,Si,Alto,Urbano
20379,Si,No,Si,Si,No,Si,Si,Alto,Urbano
20380,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20381,Si,No,No,Si,No,Si,Si,Bajo,Rural
20382,No,No,No,Si,No,No,Si,Bajo,Rural
20383,Si,No,Si,Si,No,No,Si,Bajo,Rural
20384,Si,No,No,No,No,No,No,Bajo,Rural
20385,Si,No,Si,Si,No,No,Si,Bajo,Rural
20386,Si,Si,Si,Si,No,Si,Si,Bajo,Rural
20387,No,No,Si,Si,No,No,Si,Bajo,Rural
20388,No,No,Si,Si,No,No,No,Bajo,Rural
20389,No,No,Si,Si,No,No,No,Bajo,Rural
20390,No,No,No,Si,No,No,No,Bajo,Rural
20391,No,No,Si,Si,No,Si,No,Medio alto,Urbano
20392,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
20393,No,No,Si,Si,No,No,No,Bajo,Urbano
20394,No,No,No,No,No,No,No,Medio bajo,Urbano
20395,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
20396,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
20397,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20398,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20399,No,No,Si,Si,No,No,No,Alto,Urbano
20400,No,No,Si,Si,Si,No,Si,Alto,Urbano
20401,No,No,Si,Si,No,Si,Si,Alto,Urbano
20402,No,No,Si,No,No,No,No,Alto,Urbano
20403,No,No,Si,No,No,No,Si,Alto,Urbano
20404,Si,No,Si,No,No,No,No,Medio bajo,Rural
20405,No,No,Si,Si,No,No,No,Medio bajo,Rural
20406,No,No,Si,Si,No,Si,Si,Alto,Urbano
20407,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
20408,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
20409,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20410,No,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
20411,Si,No,No,No,No,No,No,Medio bajo,Urbano
20412,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20413,No,No,Si,Si,No,No,No,Medio alto,Urbano
20414,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
20415,No,No,Si,Si,Si,Si,No,Medio bajo,Urbano
20416,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20417,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20418,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20419,No,No,No,No,No,No,No,Medio bajo,Urbano
20420,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
20421,Si,No,No,No,No,No,No,Medio bajo,Urbano
20422,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20423,Si,No,No,No,No,No,No,Medio bajo,Urbano
20424,No,No,Si,No,No,Si,Si,Medio bajo,Urbano
20425,No,No,Si,No,No,No,Si,Medio bajo,Urbano
20426,Si,No,No,No,No,No,No,Medio alto,Urbano
20427,No,No,Si,No,Si,Si,Si,Medio alto,Urbano
20428,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20429,Si,No,No,No,No,No,No,Medio alto,Urbano
20430,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
20431,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
20432,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
20433,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
20434,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20435,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
20436,No,No,Si,Si,No,Si,Si,Alto,Urbano
20437,Si,No,Si,Si,Si,Si,Si,Alto,Urbano
20438,No,No,Si,Si,Si,No,Si,Alto,Urbano
20439,No,No,No,Si,No,Si,Si,Medio bajo,Urbano
20440,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
20441,Si,No,Si,No,No,No,No,Medio bajo,Urbano
20442,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20443,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20444,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20445,No,No,Si,Si,No,No,No,Medio bajo,Rural
20446,Si,Si,No,Si,No,No,Si,Bajo,Rural
20447,No,No,Si,Si,No,No,Si,Bajo,Rural
20448,No,Si,Si,Si,No,No,No,Bajo,Rural
20449,Si,No,Si,Si,No,No,No,Bajo,Rural
20450,No,No,No,No,No,No,No,Bajo,Rural
20451,Si,Si,Si,Si,No,No,Si,Bajo,Rural
20452,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
20453,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20454,No,No,Si,Si,No,No,No,Medio bajo,Rural
20455,Si,No,No,Si,Si,No,Si,Medio bajo,Rural
20456,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20457,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20458,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20459,No,No,Si,Si,No,No,No,Medio bajo,Rural
20460,No,No,Si,Si,No,No,No,Medio bajo,Rural
20461,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
20462,Si,No,No,Si,No,No,No,Medio bajo,Rural
20463,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20464,Si,No,No,Si,No,No,No,Bajo,Rural
20465,Si,Si,No,Si,No,No,No,Bajo,Rural
20466,No,No,No,Si,No,No,No,Bajo,Rural
20467,No,Si,Si,Si,No,No,Si,Bajo,Rural
20468,No,No,Si,Si,No,No,No,Bajo,Rural
20469,No,No,Si,Si,No,No,Si,Bajo,Rural
20470,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20471,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
20472,No,No,Si,Si,No,No,No,Medio bajo,Rural
20473,Si,Si,Si,Si,No,Si,No,Medio bajo,Rural
20474,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20475,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20476,Si,No,Si,Si,Si,No,Si,Medio bajo,Rural
20477,Si,Si,Si,Si,No,No,Si,Medio bajo,Rural
20478,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20479,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20480,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
20481,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
20482,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
20483,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
20484,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20485,No,No,Si,Si,No,No,No,Medio bajo,Rural
20486,No,No,Si,Si,No,No,No,Bajo,Rural
20487,No,No,Si,No,No,No,No,Bajo,Rural
20488,Si,Si,Si,Si,No,No,No,Bajo,Rural
20489,Si,No,Si,Si,No,No,No,Bajo,Rural
20490,No,No,Si,Si,No,No,No,Bajo,Rural
20491,No,No,Si,Si,No,No,Si,Alto,Urbano
20492,No,No,Si,Si,No,No,Si,Alto,Urbano
20493,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20494,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20495,No,No,Si,No,No,No,No,Bajo,Rural
20496,Si,No,Si,Si,No,No,Si,Bajo,Rural
20497,Si,No,No,Si,No,Si,No,Bajo,Rural
20498,No,No,Si,Si,No,No,No,Bajo,Rural
20499,No,No,Si,Si,No,No,No,Bajo,Rural
20500,No,No,No,Si,No,No,No,Bajo,Urbano
20501,No,No,Si,Si,No,No,Si,Bajo,Urbano
20502,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20503,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
20504,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
20505,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
20506,Si,No,No,Si,No,No,No,Medio bajo,Urbano
20507,No,No,Si,Si,No,No,Si,Bajo,Urbano
20508,Si,No,Si,Si,No,No,No,Bajo,Urbano
20509,No,No,Si,Si,No,Si,No,Bajo,Urbano
20510,No,Si,Si,Si,No,Si,Si,Bajo,Urbano
20511,No,No,Si,No,No,No,No,Bajo,Urbano
20512,No,Si,Si,Si,No,Si,Si,Alto,Urbano
20513,No,No,Si,Si,No,No,Si,Alto,Urbano
20514,No,No,Si,Si,Si,No,No,Medio bajo,Rural
20515,No,No,No,No,No,No,No,Bajo,Rural
20516,No,No,Si,No,No,No,No,Bajo,Rural
20517,No,No,No,Si,No,No,No,Bajo,Rural
20518,No,Si,Si,Si,No,No,Si,Bajo,Rural
20519,No,No,No,No,No,No,No,Bajo,Rural
20520,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
20521,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
20522,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
20523,No,No,Si,Si,No,No,No,Bajo,Urbano
20524,No,No,Si,Si,No,No,No,Bajo,Urbano
20525,No,No,No,No,No,No,No,Bajo,Urbano
20526,No,No,No,Si,No,No,No,Bajo,Urbano
20527,No,No,Si,Si,No,No,No,Bajo,Urbano
20528,Si,No,Si,Si,No,Si,No,Bajo,Urbano
20529,No,No,Si,Si,No,No,No,Medio bajo,Rural
20530,No,No,No,Si,No,No,No,Medio bajo,Rural
20531,Si,No,No,Si,No,No,No,Medio bajo,Rural
20532,No,No,Si,No,No,No,No,Medio bajo,Rural
20533,No,No,Si,Si,No,No,No,Medio bajo,Rural
20534,Si,No,Si,Si,Si,No,No,Medio bajo,Rural
20535,Si,No,Si,Si,Si,No,No,Medio bajo,Rural
20536,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20537,No,No,Si,No,No,No,No,Medio bajo,Rural
20538,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20539,No,No,Si,No,No,No,No,Medio bajo,Urbano
20540,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
20541,No,No,Si,Si,No,No,No,Medio bajo,Urbano
20542,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
20543,Si,Si,No,Si,No,No,Si,Medio alto,Urbano
20544,No,No,Si,Si,No,No,Si,Medio alto,Urbano
20545,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
20546,No,No,Si,Si,No,No,No,Medio bajo,Rural
20547,Si,No,No,Si,No,No,No,Medio bajo,Rural
20548,Si,No,No,Si,No,No,No,Medio bajo,Rural
20549,No,No,Si,Si,No,No,No,Medio bajo,Rural
20550,No,No,No,Si,No,No,No,Bajo,Rural
20551,No,No,No,Si,No,No,No,Bajo,Rural
20552,Si,No,No,Si,No,No,No,Bajo,Rural
20553,No,No,No,Si,No,No,No,Bajo,Rural
20554,No,No,Si,Si,No,No,No,Medio bajo,Rural
20555,No,No,Si,Si,No,No,No,Medio bajo,Rural
20556,No,No,No,Si,No,No,No,Medio bajo,Rural
20557,No,No,Si,No,No,No,No,Medio bajo,Rural
20558,No,No,Si,Si,No,No,No,Medio bajo,Rural
20559,No,No,Si,Si,No,No,No,Medio bajo,Rural
20560,No,No,Si,Si,No,No,No,Bajo,Urbano
20561,Si,No,No,Si,No,No,No,Bajo,Urbano
20562,Si,No,Si,Si,No,Si,Si,Bajo,Urbano
20563,No,No,No,Si,No,No,No,Bajo,Urbano
20564,No,No,No,No,No,No,No,Bajo,Urbano
20565,No,No,Si,Si,No,No,Si,Medio bajo,Rural
20566,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
20567,Si,No,No,Si,No,No,Si,Medio bajo,Rural
20568,No,No,Si,Si,No,No,No,Medio bajo,Rural
20569,No,No,Si,Si,No,No,No,Medio bajo,Rural
20570,Si,No,No,Si,No,No,Si,Medio bajo,Rural
20571,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20572,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
20573,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20574,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20575,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
20576,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
20577,No,No,Si,Si,No,Si,Si,Alto,Urbano
20578,No,No,Si,Si,No,Si,Si,Alto,Urbano
20579,No,No,Si,Si,No,Si,Si,Alto,Urbano
20580,No,No,Si,Si,No,Si,Si,Alto,Urbano
20581,Si,No,Si,Si,Si,No,Si,Alto,Urbano
20582,No,No,Si,Si,No,No,No,Alto,Urbano
20583,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20584,No,No,Si,Si,Si,Si,Si,Alto,Urbano
20585,Si,Si,Si,Si,No,No,Si,Alto,Urbano
20586,No,No,Si,Si,No,No,No,Medio bajo,Rural
20587,No,No,Si,Si,No,No,No,Medio bajo,Rural
20588,Si,No,No,Si,No,No,No,Medio bajo,Rural
20589,No,No,Si,Si,No,No,No,Medio bajo,Rural
20590,Si,No,No,Si,No,No,No,Bajo,Rural
20591,No,No,Si,Si,No,No,Si,Bajo,Rural
20592,No,No,Si,Si,No,No,No,Bajo,Rural
20593,No,No,Si,Si,No,Si,Si,Bajo,Rural
20594,Si,No,No,Si,No,No,Si,Bajo,Rural
20595,No,No,Si,Si,No,Si,Si,Alto,Urbano
20596,Si,No,Si,Si,No,Si,Si,Alto,Urbano
20597,No,No,Si,No,Si,No,Si,Alto,Urbano
20598,No,No,No,Si,No,No,No,Bajo,Rural
20599,No,No,Si,Si,No,No,No,Bajo,Rural
20600,Si,No,Si,No,No,No,No,Bajo,Rural
20601,No,No,No,Si,No,No,No,Bajo,Rural
20602,No,No,Si,Si,No,Si,No,Medio bajo,Rural
20603,Si,Si,No,Si,No,No,No,Medio bajo,Rural
20604,No,Si,Si,Si,No,Si,Si,Alto,Urbano
20605,No,No,No,Si,No,No,No,Alto,Urbano
