UPM,VIV_SEL,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_2_3,P4_3,P4_3A,P4_4,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_6A,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7A,P4_8,P4_8A,P5_1,P5_2_1,P5_2_2,P5_3_1,P5_3_2,P5_4,P5_4A,P5_5,P5_6_1,P5_6_2,P5_6_3,P5_6_4,P5_6_5,P5_7_1,P5_8_1,P5_9_1,P5_10_1,P5_7_2,P5_8_2,P5_9_2,P5_10_2,P5_7_3,P5_8_3,P5_9_3,P5_10_3,P5_7_4,P5_8_4,P5_9_4,P5_10_4,P5_7_5,P5_8_5,P5_9_5,P5_10_5,P5_7_6,P5_8_6,P5_9_6,P5_7_7,P5_8_7,P5_9_7,P5_7_8,P5_8_8,P5_9_8,P5_11_1,P5_11_2,P5_11_3,FAC_HOG,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
2402085,2,1,1,2,2,1,1,1,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,2,,,2,,,2,,,1,3,1,651,2156,212,U,1,4
2402085,3,1,1,1,1,2,1,1,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,360,,,2,,,2,,,2,,,1,3,1,651,2156,212,U,1,4
2402085,4,1,2,2,2,1,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,500,,2,3,3,651,2156,212,U,1,4
2402085,5,1,1,1,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,1,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,220,,2,,,3,3,1,651,2156,212,U,1,4
2402122,5,1,1,2,2,1,1,1,1,2,1,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,389,,,2,,,2,,,2,,,2,3,1,666,2157,212,U,1,4
2402122,4,1,1,2,2,1,1,1,1,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,700,,,1,500,,2,,,2,,,1,2,1,666,2157,212,U,1,4
2360091,16,1,2,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,7,MUY LENTO EL SERVICIO,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,375,2111,198,R,4,1
2360091,17,1,1,2,2,1,1,1,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,1,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,260,,2,,,2,,,3,1,3,375,2111,198,R,4,1
2360091,18,1,1,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,2,1,1,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,0,1,2,,,2,,,3,1,3,375,2111,198,R,4,1
2400514,4,1,1,1,1,1,1,2,2,1,2,,,1,9,,,,,,,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,500,,,2,,,2,,,2,,,1,3,1,1629,2126,211,U,1,3
2400514,5,1,1,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,380,,,1,625,,2,,,2,,,1,1,1,1629,2126,211,U,1,3
2400514,1,1,1,2,2,1,1,2,2,1,1,,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,400,,,1,500,,2,,,2,,,1,2,1,1629,2126,211,U,1,3
2400514,2,1,1,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,700,,,1,680,,2,,,2,,,1,1,1,1629,2126,211,U,1,3
2400514,3,1,1,2,2,1,1,2,2,1,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,1440,,,2,,,2,,,2,,,1,3,1,1629,2126,211,U,1,3
2400518,3,1,1,2,2,1,1,1,1,1,1,,,1,1,1,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,1,600,,,1,400,,,2,,,2,,,2,,,1,2,1,659,2127,212,U,1,4
2460974,15,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1941,2202,207,R,4,1
2460974,14,1,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,1,3,1941,2202,207,R,4,1
2460974,18,1,1,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,2,,,3,1,3,1941,2202,207,R,4,1
2460974,16,1,2,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1941,2202,207,R,4,1
2460974,17,1,2,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,215,,2,,,2,,,3,1,3,1941,2202,207,R,4,1
2460076,11,1,2,2,2,1,1,2,1,2,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,4,FALLA MUCHO LA SEÑAL DE CABLE,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,450,,,2,,,2,,,2,,,1,3,1,404,2192,208,R,4,2
2460076,12,1,2,2,2,1,1,2,2,1,2,,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,250,,,2,,,2,,,2,,,1,3,1,404,2192,208,R,4,2
2202643,7,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,119,1985,187,U,3,1
2202643,8,1,2,2,2,2,1,2,2,2,2,4,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,119,1985,187,U,3,1
2202643,9,1,1,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1985,187,U,3,1
2202943,12,1,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1992,187,U,3,1
2202943,7,1,1,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,7,SOLO TIENEN EN SU CELULAR ACTIVANDO LOS DATOS Y FALLA MUCHO LA SEÑAL,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,128,1992,187,U,3,1
2202943,8,1,1,2,2,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1992,187,U,3,1
2202943,3,1,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,2,,,,,2,,1,2,2,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,1,50,,2,,,3,3,1,128,1992,187,U,3,1
2202943,4,1,2,2,2,2,1,2,2,2,1,,,2,,,,,,,,,,,,,,6,,2,,,,,4,NO TENGO TELEVISION,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,128,1992,187,U,3,1
2202943,5,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,320,,2,,,2,,,3,1,3,128,1992,187,U,3,1
2202943,6,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,128,1992,187,U,3,1
2202943,1,1,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,128,1992,187,U,3,1
2202943,2,1,1,2,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,216,,2,,,2,,,3,1,3,128,1992,187,U,3,1
2202943,19,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,128,1992,187,U,3,1
2203007,5,1,2,2,2,1,1,2,2,2,2,4,,2,,,,,,,,,,,,,,7,APENAS LO VA A CONTRATAR YA QUE ACABA DE LLEGAR A VIVIR AQUI,2,,,,,4,APENAS LO VA A CONTRATAR,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2201258,4,1,2,1,2,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,298,,,2,,,,2,,,2,,,2,,,1,1,3,1064,1954,192,U,1,3
2201258,3,1,2,2,2,1,1,2,2,1,1,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,9999,,,1,9999,,2,,,2,,,2,2,2,1064,1954,192,U,1,3
2201258,1,1,2,1,2,2,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,250,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,1,1,1,1064,1954,192,U,1,3
2201258,2,1,2,1,2,1,1,2,1,1,1,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,700,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,1064,1954,192,U,1,3
2002190,11,1,1,1,2,2,1,2,2,2,2,2,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,450,,,1,200,,2,,,2,,,2,2,2,1016,1785,163,U,3,1
2002190,5,1,2,2,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1016,1785,163,U,3,1
2002190,17,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1016,1785,163,U,3,1
2002190,19,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,1016,1785,163,U,3,1
2003492,17,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,217,,2,,,2,,,3,2,3,2125,1815,164,U,3,2
2003492,12,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2125,1815,164,U,3,2
2003492,13,1,1,1,1,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,5,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2125,1815,164,U,3,2
2003492,9,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2125,1815,164,U,3,2
2003492,10,1,2,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,2125,1815,164,U,3,2
2002269,11,1,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,1786,163,U,3,1
2203007,10,1,2,1,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,480,,,2,,,,2,,,2,,,2,,,2,1,3,1327,1993,188,U,3,2
2203007,14,1,2,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2203007,15,1,2,2,2,1,1,2,2,1,1,,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,400,,,2,,,,2,,,2,,,2,,,1,2,3,1327,1993,188,U,3,2
2203007,11,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2203007,2,1,2,2,2,1,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,390,,,2,,,,2,,,2,,,2,,,1,2,3,1327,1993,188,U,3,2
2203007,1,1,2,1,2,2,1,2,2,2,2,5,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,4,HACE TRES MESES LO CANCELARON POR MALA SEÑAL,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2203007,3,1,2,2,2,1,1,2,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,2,,,,,1,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,387,,,2,,,2,,,2,,,1,3,1,1327,1993,188,U,3,2
2203007,12,1,2,1,1,1,1,2,2,2,2,2,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,9999,,,2,,,,2,,,2,,,2,,,1,1,3,1327,1993,188,U,3,2
2203007,13,1,1,2,2,2,1,2,2,2,2,6,NO CUENTA CON EL SERVICIO DE LUZ,2,,,,,,,,,,,,,,7,NO CUENTAN CON LUZ,2,,,,,4,NO CUENTAN CON EL SERVICIO DE LUZ,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2203007,16,1,1,2,2,2,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1327,1993,188,U,3,2
2203007,17,1,2,2,2,1,1,2,2,2,2,4,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,2,,,,,1,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,70,,1,3,3,1327,1993,188,U,3,2
2201322,4,1,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,280,,2,,,2,,,3,1,3,897,1957,192,U,1,3
2301556,1,1,2,1,1,2,1,2,2,1,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,1,1,3,523,2045,202,U,1,3
2301556,2,1,2,1,2,2,1,2,2,2,2,1,,1,3,2,1,2,2,2,2,,1,2,2,2,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,600,,,2,,,,2,,,2,,,2,,,2,2,3,523,2045,202,U,1,3
2301600,1,1,2,2,2,1,1,2,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,320,2046,200,U,1,1
2301600,5,1,1,2,2,1,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,320,2046,200,U,1,1
2301606,1,1,1,2,2,1,1,2,2,2,2,6,PORQUE NO LLEGA EL INTERNET HASTA SU CASA,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,248,2047,200,U,1,1
2301606,2,1,1,1,2,2,1,2,2,2,2,2,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,248,2047,200,U,1,1
2161941,6,1,2,2,2,1,1,2,2,1,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,1919,179,R,4,2
2161941,5,1,2,1,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,1919,179,R,4,2
2161941,3,1,1,2,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,824,1919,179,R,4,2
2161941,4,1,2,2,2,2,2,2,2,2,2,3,,2,,,,,,,,,,,,,,1,,2,,,,,4,NO TIENE TELEVISION,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824,1919,179,R,4,2
2260496,16,1,1,1,1,2,1,2,2,1,2,,,1,3,2,2,1,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,209,,2,,,1,300,,2,1,3,752,2005,189,R,4,1
2260496,19,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,3,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,230,,2,,,2,,,3,1,3,752,2005,189,R,4,1
2260526,15,1,1,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,2,,,,,3,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,664,2006,190,R,4,2
2260526,16,1,2,1,1,2,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,2006,190,R,4,2
2503670,4,1,1,1,2,1,1,2,1,2,2,,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,1,2,1,2,2,,,1,1,1,1,1,2,2,,,,2,,,,2,,,,2,,,,1,409,,,1,169,,2,,,2,,,1,1,1,1380,2267,219,U,1,3
2503670,5,1,2,2,2,1,1,1,2,2,2,4,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,2,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1380,2267,219,U,1,3
2503670,5,2,2,2,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,1380,2267,219,U,1,3
2260526,13,1,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,1,1,2,1,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,0,1,2,,,2,,,3,1,3,664,2006,190,R,4,2
2260526,7,1,2,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,260,,,2,,,,2,,,2,,,2,,,2,2,3,664,2006,190,R,4,2
2260526,8,1,2,1,1,1,1,2,1,2,2,,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,1,490,,1,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,2,3,664,2006,190,R,4,2
2260526,9,1,1,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,664,2006,190,R,4,2
2260526,14,1,2,1,2,1,1,2,2,2,1,,,2,,,,,,,,,,,,,,2,,1,1,2,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,169,,2,,,2,,,3,1,3,664,2006,190,R,4,2
2260526,10,1,1,2,2,1,1,2,2,2,2,4,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,450,,,2,,,,2,,,2,,,2,,,2,1,3,664,2006,190,R,4,2
2300996,3,1,1,2,1,1,1,2,2,2,2,2,,1,3,1,2,2,2,2,2,,1,2,2,2,,,,2,,,,,2,,1,1,2,1,1,2,2,,,,2,,,,2,,,,2,,,,1,370,,,2,,,2,,,2,,,1,3,1,2944,2037,201,U,1,2
2300996,4,1,2,1,1,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,220,,2,,,2,,,3,1,3,2944,2037,201,U,1,2
2260077,2,1,2,2,2,1,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,180,,,2,,,,2,,,2,,,2,,,1,1,3,597,1996,190,R,4,2
2260077,3,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,597,1996,190,R,4,2
2260077,4,1,1,1,2,2,1,2,2,2,2,1,,1,1,2,1,2,2,2,2,,,,,,,,,1,1,2,2,2,,,1,1,1,1,1,2,2,,,,1,469,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,2,1,1,597,1996,190,R,4,2
2260077,5,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,597,1996,190,R,4,2
2260077,13,1,2,2,2,1,2,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1996,190,R,4,2
2260077,14,1,1,2,2,1,1,2,2,2,2,4,,1,3,2,2,2,1,2,2,,1,2,2,2,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,0,1,1,3,3,597,1996,190,R,4,2
2260077,15,1,2,2,2,1,1,2,2,1,2,,,2,,,,,,,,,,,,,,1,,1,1,2,1,2,,,1,2,1,1,1,2,2,,,,2,,,,1,399,,,2,,,,2,,,,2,,,2,,,2,,,3,1,1,597,1996,190,R,4,2
2260077,16,1,2,2,2,1,1,2,2,2,2,1,,2,,,,,,,,,,,,,,2,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,597,1996,190,R,4,2
2260077,17,1,2,1,2,1,1,2,2,2,2,1,,1,1,1,2,2,2,2,2,,,,,,,,,1,1,1,2,2,,,2,1,1,2,1,2,2,,,,2,,,,2,,,,1,419,,,2,,,,1,300,,2,,,2,,,2,1,3,597,1996,190,R,4,2
2260077,18,1,2,1,2,2,1,2,2,2,2,1,,2,,,,,,,,,,,,,,6,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,200,,2,,,2,,,3,2,3,597,1996,190,R,4,2
2260077,19,1,2,2,2,1,1,2,2,2,2,3,,2,,,,,,,,,,,,,,3,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,597,1996,190,R,4,2
2260077,20,1,1,2,2,1,2,2,2,2,2,1,,2,,,,,,,,,,,,,,1,,2,,,,,1,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,1996,190,R,4,2
2260203,5,1,2,2,2,1,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,2,,,,,1,,2,2,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,2,,,3,3,3,803,1997,190,R,4,2
2260203,4,1,1,2,2,1,1,1,2,1,2,,,1,1,2,2,1,2,2,2,,,,,,,,,2,,,,,2,,2,1,2,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,1,250,,1,3,3,803,1997,190,R,4,2
2260203,3,1,1,1,2,2,1,2,2,2,2,1,,1,2,,,,,,,,1,2,2,2,,,,1,2,1,2,2,,,2,2,1,2,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,1,210,,2,,,2,,,3,1,3,803,1997,190,R,4,2
